lnc	gname	DBD	DBR_ID	DBR	DBR_chr	DBR_start	DBR_end	DBR_span	DBR_RBR_count	DBR_TFO_count	DBR_RBR_span	DBR_TFO_abj1	DBR_TFO_abj2	DBR_score	DBR_error_rate	DBR_gc_error	BR_list
lnc_inter_chr10_9224	0610010F05Rik	83	lnc_inter_chr10_9224_0610010F05Rik_DBR7	7	chr10	6143	6175	32	2	38	55	2.727397260273973	60.78630136986302	16.11111111111111	0.2	0.03861111111111112	lnc_inter_chr10_9224_DBR7_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR7_0610010F05Rik_RBR4
lnc_inter_chr10_9224	Actr10	83	lnc_inter_chr10_9224_Actr10_DBR5	5	chr10	6153	6175	22	1	2	22	1.1	2.2	16	0.2	0.05	lnc_inter_chr10_9224_DBR5_Actr10_RBR1
lnc_inter_chr10_9224	Ahcyl2	83	lnc_inter_chr10_9224_Ahcyl2_DBR3	3	chr10	6139	6175	36	2	23	44	2.0291986359761296	23.333972719522592	18.35	0.156	0.02183333333333333	lnc_inter_chr10_9224_DBR3_Ahcyl2_RBR1,lnc_inter_chr10_9224_DBR3_Ahcyl2_RBR2
lnc_inter_chr10_9224	Adh5	83	lnc_inter_chr10_9224_Adh5_DBR1	1	chr10	6143	6176	33	2	131	81	3.721248049041914	250.5954747174636	17.61092530657748	0.1910019509476031	0.00374358974358974	lnc_inter_chr10_9224_DBR1_Adh5_RBR1,lnc_inter_chr10_9224_DBR1_Adh5_RBR2
lnc_inter_chr10_9224	Ahsa1	83	lnc_inter_chr10_9224_Ahsa1_DBR3	3	chr10	6144	6176	32	1	43	28	1.351290684624018	58.10549943883277	16.72093023255814	0.19279069767441864	0	lnc_inter_chr10_9224_DBR3_Ahsa1_RBR1
lnc_inter_chr10_9224	Anapc15	83	lnc_inter_chr10_9224_Anapc15_DBR6	6	chr10	6137	6176	39	1	11	25	1.1652542372881356	12.817796610169491	17.636363636363637	0.1781818181818182	0.05863636363636364	lnc_inter_chr10_9224_DBR6_Anapc15_RBR3
lnc_inter_chr10_9224	Anxa5	83	lnc_inter_chr10_9224_Anxa5_DBR2	2	chr10	6142	6176	34	1	51	34	1.5692307692307692	80.03076923076922	17.568627450980394	0.18882352941176472	0.00437254901960784	lnc_inter_chr10_9224_DBR2_Anxa5_RBR2
lnc_inter_chr10_9224	Aqr	83	lnc_inter_chr10_9224_Aqr_DBR3	3	chr10	6143	6176	33	2	19	41	2.044198895027624	19.79558011049724	16.055555555555557	0.19944444444444445	0.02766666666666667	lnc_inter_chr10_9224_DBR3_Aqr_RBR3,lnc_inter_chr10_9224_DBR3_Aqr_RBR4
lnc_inter_chr10_9224	Arrdc2	83	lnc_inter_chr10_9224_Arrdc2_DBR1	1	chr10	6144	6176	32	1	26	25	1.162790697674419	30.232558139534884	17.46153846153846	0.18730769230769231	0.00488461538461538	lnc_inter_chr10_9224_DBR1_Arrdc2_RBR2
lnc_inter_chr10_9224	2900026A02Rik	83	lnc_inter_chr10_9224_2900026A02Rik_DBR4	4	chr10	6143	6177	34	2	103	60	2.769847665093435	144.39718353094662	17.648936170212764	0.18085676291793312	0.00510847264437689	lnc_inter_chr10_9224_DBR4_2900026A02Rik_RBR1,lnc_inter_chr10_9224_DBR4_2900026A02Rik_RBR4
lnc_inter_chr10_9224	Aarsd1	83	lnc_inter_chr10_9224_Aarsd1_DBR1	1	chr10	6144	6177	33	1	43	35	1.4945382323733862	64.26514399205561	19.67441860465116	0.1586046511627907	0	lnc_inter_chr10_9224_DBR1_Aarsd1_RBR1
lnc_inter_chr10_9224	Abca8a	83	lnc_inter_chr10_9224_Abca8a_DBR11	11	chr10	6144	6177	33	1	69	38	1.598780487804878	110.3158536585366	19.39130434782609	0.18347826086956523	0	lnc_inter_chr10_9224_DBR11_Abca8a_RBR1
lnc_inter_chr10_9224	Abcd2	83	lnc_inter_chr10_9224_Abcd2_DBR10	10	chr10	6142	6177	35	2	77	60	2.7066580478345186	105.78435681965092	18.05709219858156	0.18920567375886527	0.00651666666666666	lnc_inter_chr10_9224_DBR10_Abcd2_RBR5,lnc_inter_chr10_9224_DBR10_Abcd2_RBR6
lnc_inter_chr10_9224	Acbd4	83	lnc_inter_chr10_9224_Acbd4_DBR8	8	chr10	6112	6177	65	2	42	53	2.514005704673444	53.31412272361588	17.666666666666664	0.16220833333333334	0.2953472222222222	lnc_inter_chr10_9224_DBR8_Acbd4_RBR1,lnc_inter_chr10_9224_DBR8_Acbd4_RBR2
lnc_inter_chr10_9224	Actn4	83	lnc_inter_chr10_9224_Actn4_DBR6	6	chr10	6144	6177	33	1	29	21	1.015	29.435	17.586206896551722	0.14827586206896554	0.00841379310344827	lnc_inter_chr10_9224_DBR6_Actn4_RBR1
lnc_inter_chr10_9224	Actr1a	83	lnc_inter_chr10_9224_Actr1a_DBR1	1	chr10	6142	6177	35	1	33	41	1.7992021276595744	59.37367021276596	18.515151515151516	0.18666666666666668	0.01348484848484848	lnc_inter_chr10_9224_DBR1_Actr1a_RBR1
lnc_inter_chr10_9224	Actr5	83	lnc_inter_chr10_9224_Actr5_DBR2	2	chr10	6142	6177	35	2	34	60	2.5154178039975346	38.70817997710663	18.903846153846153	0.1934615384615385	0.02166826923076923	lnc_inter_chr10_9224_DBR2_Actr5_RBR1,lnc_inter_chr10_9224_DBR2_Actr5_RBR2
lnc_inter_chr10_9224	Afg3l2	83	lnc_inter_chr10_9224_Afg3l2_DBR2	2	chr10	6144	6177	33	1	33	24	1.1170662905500706	36.86318758815233	17.757575757575758	0.1718181818181818	0.00127272727272727	lnc_inter_chr10_9224_DBR2_Afg3l2_RBR4
lnc_inter_chr10_9224	Aggf1	83	lnc_inter_chr10_9224_Aggf1_DBR1	1	chr10	6144	6177	33	1	38	28	1.230057803468208	46.74219653179191	18.842105263157897	0.1726315789473684	0.0021578947368421	lnc_inter_chr10_9224_DBR1_Aggf1_RBR2
lnc_inter_chr10_9224	Agpat2	83	lnc_inter_chr10_9224_Agpat2_DBR4	4	chr10	6139	6177	38	1	3	24	1.1076923076923075	3.323076923076923	18.333333333333332	0.15333333333333335	0.04666666666666667	lnc_inter_chr10_9224_DBR4_Agpat2_RBR2
lnc_inter_chr10_9224	Alyref	83	lnc_inter_chr10_9224_Alyref_DBR4	4	chr10	6142	6177	35	2	64	59	2.6390927284856573	104.2628418945964	17.785714285714285	0.18865079365079368	0.05353968253968254	lnc_inter_chr10_9224_DBR4_Alyref_RBR2,lnc_inter_chr10_9224_DBR4_Alyref_RBR3
lnc_inter_chr10_9224	Amigo2	83	lnc_inter_chr10_9224_Amigo2_DBR2	2	chr10	6144	6177	33	1	113	36	1.3582637729549247	153.4838063439065	22.168141592920353	0.1609911504424779	0	lnc_inter_chr10_9224_DBR2_Amigo2_RBR5
lnc_inter_chr10_9224	Ankrd54	83	lnc_inter_chr10_9224_Ankrd54_DBR4	4	chr10	6144	6177	33	1	104	33	1.2340884573894282	128.34519956850053	25.201923076923077	0.05624038461538461	0	lnc_inter_chr10_9224_DBR4_Ankrd54_RBR2
lnc_inter_chr10_9224	Ap2m1	83	lnc_inter_chr10_9224_Ap2m1_DBR2	2	chr10	6139	6177	38	1	30	22	1.029641185647426	30.889235569422777	18.3	0.1447	0.0046	lnc_inter_chr10_9224_DBR2_Ap2m1_RBR2
lnc_inter_chr10_9224	Arhgap44	83	lnc_inter_chr10_9224_Arhgap44_DBR1	1	chr10	6144	6177	33	1	23	29	1.416135881104034	32.57112526539278	16.391304347826086	0.19956521739130437	0.00556521739130434	lnc_inter_chr10_9224_DBR1_Arhgap44_RBR2
lnc_inter_chr10_9224	Arl13b	83	lnc_inter_chr10_9224_Arl13b_DBR1	1	chr10	6143	6177	34	2	59	58	2.6698237305972112	91.9418574059458	17.54385964912281	0.18824561403508772	0.04816666666666667	lnc_inter_chr10_9224_DBR1_Arl13b_RBR2,lnc_inter_chr10_9224_DBR1_Arl13b_RBR3
lnc_inter_chr10_9224	Arpc2	83	lnc_inter_chr10_9224_Arpc2_DBR2	2	chr10	6142	6177	35	1	146	50	1.8911917098445592	276.1139896373057	22.04109589041096	0.1652808219178082	9.931506849315068e-4	lnc_inter_chr10_9224_DBR2_Arpc2_RBR2
lnc_inter_chr10_9224	Arsa	83	lnc_inter_chr10_9224_Arsa_DBR3	3	chr10	6142	6177	35	1	31	29	1.3298816568047338	41.226331360946745	18.06451612903226	0.16903225806451613	0.01277419354838709	lnc_inter_chr10_9224_DBR3_Arsa_RBR1
lnc_inter_chr10_9224	Arsb	83	lnc_inter_chr10_9224_Arsb_DBR3	3	chr10	6144	6177	33	1	58	30	1.3171839515518546	76.39666919000757	19.879310344827587	0.12410344827586207	0	lnc_inter_chr10_9224_DBR3_Arsb_RBR1
lnc_inter_chr10_9224	Acbd3	83	lnc_inter_chr10_9224_Acbd3_DBR1	1	chr10	6144	6178	34	1	21	27	1.3216783216783217	27.755244755244753	16.428571428571427	0.1961904761904762	0.01271428571428571	lnc_inter_chr10_9224_DBR1_Acbd3_RBR1
lnc_inter_chr10_9224	Ago1	83	lnc_inter_chr10_9224_Ago1_DBR1	1	chr10	6142	6178	36	1	24	21	1.0120481927710845	24.28915662650602	17.708333333333332	0.14458333333333334	0.00825	lnc_inter_chr10_9224_DBR1_Ago1_RBR4
lnc_inter_chr10_9224	Agtr1a	83	lnc_inter_chr10_9224_Agtr1a_DBR11	11	chr10	6142	6178	36	1	133	129	5.197515904271433	691.2696152681006	19.924812030075188	0.19669172932330828	0.03806766917293233	lnc_inter_chr10_9224_DBR11_Agtr1a_RBR1
lnc_inter_chr10_9224	Aox3	83	lnc_inter_chr10_9224_Aox3_DBR6	6	chr10	6142	6178	36	1	50	29	1.3351749539594844	66.75874769797421	17.72	0.1834	0.00702	lnc_inter_chr10_9224_DBR6_Aox3_RBR2
lnc_inter_chr10_9224	Arel1	83	lnc_inter_chr10_9224_Arel1_DBR2	2	chr10	6142	6178	36	4	59	104	4.580215853569605	80.8166338510902	18.372727272727275	0.18972727272727272	0.06257045454545455	lnc_inter_chr10_9224_DBR2_Arel1_RBR2,lnc_inter_chr10_9224_DBR2_Arel1_RBR4,lnc_inter_chr10_9224_DBR2_Arel1_RBR5,lnc_inter_chr10_9224_DBR2_Arel1_RBR7
lnc_inter_chr10_9224	1110004F10Rik	83	lnc_inter_chr10_9224_1110004F10Rik_DBR7	7	chr10	6142	6180	38	2	43	45	2.167964404894327	50.05450500556173	16.702380952380953	0.19297619047619047	0.07933333333333333	lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR4
lnc_inter_chr10_9224	2610507B11Rik	83	lnc_inter_chr10_9224_2610507B11Rik_DBR5	5	chr10	6118	6180	62	3	132	85	3.6664726109936217	183.31655968145452	18.96443788921665	0.17205571943625042	0.2028777450016388	lnc_inter_chr10_9224_DBR5_2610507B11Rik_RBR1,lnc_inter_chr10_9224_DBR5_2610507B11Rik_RBR2,lnc_inter_chr10_9224_DBR5_2610507B11Rik_RBR3
lnc_inter_chr10_9224	Acp6	83	lnc_inter_chr10_9224_Acp6_DBR11	11	chr10	6137	6180	43	3	305	124	4.797527921895077	544.6541536338735	21.18452609913284	0.16798981003475386	0.0142266255019064	lnc_inter_chr10_9224_DBR11_Acp6_RBR1,lnc_inter_chr10_9224_DBR11_Acp6_RBR3,lnc_inter_chr10_9224_DBR11_Acp6_RBR5
lnc_inter_chr10_9224	Actb	83	lnc_inter_chr10_9224_Actb_DBR13	13	chr10	6137	6180	43	1	151	47	1.6917759237187129	255.45816448152564	23.410596026490065	0.15675496688741722	0.01035761589403973	lnc_inter_chr10_9224_DBR13_Actb_RBR2
lnc_inter_chr10_9224	Actr8	83	lnc_inter_chr10_9224_Actr8_DBR5	5	chr10	6137	6180	43	1	290	62	2.1815093423926233	632.6377092938608	24.082758620689656	0.1518896551724138	0.00223103448275862	lnc_inter_chr10_9224_DBR5_Actr8_RBR2
lnc_inter_chr10_9224	Adamts6	83	lnc_inter_chr10_9224_Adamts6_DBR16	16	chr10	6102	6180	78	4	337	206	8.560715442145565	759.7908778651952	19.587548015364916	0.17745634542903355	0.1494679223667363	lnc_inter_chr10_9224_DBR16_Adamts6_RBR5,lnc_inter_chr10_9224_DBR16_Adamts6_RBR6,lnc_inter_chr10_9224_DBR16_Adamts6_RBR7,lnc_inter_chr10_9224_DBR16_Adamts6_RBR8
lnc_inter_chr10_9224	Aebp2	83	lnc_inter_chr10_9224_Aebp2_DBR13	13	chr10	6137	6180	43	3	259	98	4.047686828044555	499.9905451018845	18.95462962962963	0.17897870370370372	0.03606805555555555	lnc_inter_chr10_9224_DBR13_Aebp2_RBR1,lnc_inter_chr10_9224_DBR13_Aebp2_RBR2,lnc_inter_chr10_9224_DBR13_Aebp2_RBR3
lnc_inter_chr10_9224	Aen	83	lnc_inter_chr10_9224_Aen_DBR7	7	chr10	6108	6180	72	4	163	135	6.043855991824244	243.964372392208	18.40798611111111	0.18304060570987657	0.1472314814814815	lnc_inter_chr10_9224_DBR7_Aen_RBR1,lnc_inter_chr10_9224_DBR7_Aen_RBR2,lnc_inter_chr10_9224_DBR7_Aen_RBR3,lnc_inter_chr10_9224_DBR7_Aen_RBR4
lnc_inter_chr10_9224	Agrn	83	lnc_inter_chr10_9224_Agrn_DBR6	6	chr10	6142	6180	38	2	73	52	2.316740060106958	83.43328400083533	19.299908424908423	0.14059844322344325	0.00449038461538461	lnc_inter_chr10_9224_DBR6_Agrn_RBR3,lnc_inter_chr10_9224_DBR6_Agrn_RBR5
lnc_inter_chr10_9224	Akirin2	83	lnc_inter_chr10_9224_Akirin2_DBR5	5	chr10	6142	6180	38	1	53	24	1.06265664160401	56.32080200501253	20.90566037735849	0.07207547169811321	0.0040377358490566	lnc_inter_chr10_9224_DBR5_Akirin2_RBR3
lnc_inter_chr10_9224	Alg6	83	lnc_inter_chr10_9224_Alg6_DBR3	3	chr10	6142	6180	38	1	54	27	1.1710843373493975	63.23855421686747	21.72222222222222	0.05646296296296296	0.00414814814814814	lnc_inter_chr10_9224_DBR3_Alg6_RBR3
lnc_inter_chr10_9224	Anapc1	83	lnc_inter_chr10_9224_Anapc1_DBR3	3	chr10	6138	6180	42	1	76	41	1.5914198161389173	120.94790602655772	23.23684210526316	0.09523684210526316	0.01385526315789473	lnc_inter_chr10_9224_DBR3_Anapc1_RBR1
lnc_inter_chr10_9224	Antxr2	83	lnc_inter_chr10_9224_Antxr2_DBR9	9	chr10	6142	6180	38	2	125	59	2.5999884351583047	162.95365315557086	19.470671106557376	0.14458043032786885	0.0086061731557377	lnc_inter_chr10_9224_DBR9_Antxr2_RBR2,lnc_inter_chr10_9224_DBR9_Antxr2_RBR3
lnc_inter_chr10_9224	Anxa7	83	lnc_inter_chr10_9224_Anxa7_DBR6	6	chr10	6139	6180	41	1	186	48	1.7028418844173183	316.7285905016212	26.13978494623656	0.07218279569892473	0.00417204301075268	lnc_inter_chr10_9224_DBR6_Anxa7_RBR1
lnc_inter_chr10_9224	Ap1g1	83	lnc_inter_chr10_9224_Ap1g1_DBR2	2	chr10	6142	6180	38	1	81	41	1.5761746559088752	127.6701471286189	24.296296296296298	0.06335802469135803	0.00582716049382716	lnc_inter_chr10_9224_DBR2_Ap1g1_RBR1
lnc_inter_chr10_9224	Arcn1	83	lnc_inter_chr10_9224_Arcn1_DBR5	5	chr10	6142	6180	38	1	95	42	1.5714848365498228	149.29105947223317	24	0.1002421052631579	0.00497894736842105	lnc_inter_chr10_9224_DBR5_Arcn1_RBR2
lnc_inter_chr10_9224	Arl5a	83	lnc_inter_chr10_9224_Arl5a_DBR2	2	chr10	6139	6180	41	2	87	68	2.8622088243354344	142.06823787339	19.938235294117646	0.14966470588235295	0.04219411764705882	lnc_inter_chr10_9224_DBR2_Arl5a_RBR3,lnc_inter_chr10_9224_DBR2_Arl5a_RBR7
lnc_inter_chr10_9224	Arl8b	83	lnc_inter_chr10_9224_Arl8b_DBR8	8	chr10	6137	6180	43	2	103	72	2.982140106481598	156.2308594986235	19.926315789473684	0.17079352226720648	0.02274898785425101	lnc_inter_chr10_9224_DBR8_Arl8b_RBR2,lnc_inter_chr10_9224_DBR8_Arl8b_RBR3
lnc_inter_chr10_9224	Arntl	83	lnc_inter_chr10_9224_Arntl_DBR8	8	chr10	6139	6180	41	1	90	40	1.522198731501057	136.99788583509513	22.877777777777776	0.12761111111111112	0.01348888888888888	lnc_inter_chr10_9224_DBR8_Arntl_RBR2
lnc_inter_chr10_9224	Agrn	84	lnc_inter_chr10_9224_Agrn_DBR7	7	chr10	6737	6759	22	1	2	22	1.1	2.2	16	0.2	0.55	lnc_inter_chr10_9224_DBR7_Agrn_RBR1
lnc_inter_chr10_9224	2510039O18Rik	84	lnc_inter_chr10_9224_2510039O18Rik_DBR9	9	chr10	6737	6761	24	1	2	24	1.1162790697674418	2.2325581395348837	17.5	0.185	0.56	lnc_inter_chr10_9224_DBR9_2510039O18Rik_RBR3
lnc_inter_chr10_9224	AI987944	84	lnc_inter_chr10_9224_AI987944_DBR6	6	chr10	6737	6761	24	1	2	24	1.0909090909090908	2.1818181818181817	18	0.18	0.64	lnc_inter_chr10_9224_DBR6_AI987944_RBR1
lnc_inter_chr10_9224	Arhgef18	84	lnc_inter_chr10_9224_Arhgef18_DBR1	1	chr10	6747	6775	28	1	2	21	1.024390243902439	2.048780487804878	16.5	0.195	0.585	lnc_inter_chr10_9224_DBR1_Arhgef18_RBR1
lnc_inter_chr10_9224	0610010F05Rik	84	lnc_inter_chr10_9224_0610010F05Rik_DBR8	8	chr10	6758	6778	20	1	6	36	1.8	10.8	16	0.2	0.45	lnc_inter_chr10_9224_DBR8_0610010F05Rik_RBR2
lnc_inter_chr10_9224	Arpp19	84	lnc_inter_chr10_9224_Arpp19_DBR6	6	chr10	6758	6778	20	1	24	85	4.25	102	16	0.2	0.45	lnc_inter_chr10_9224_DBR6_Arpp19_RBR1
lnc_inter_chr10_9224	Abcb7	84	lnc_inter_chr10_9224_Abcb7_DBR11	11	chr10	6757	6780	23	1	7	60	2.937062937062937	20.55944055944056	16.857142857142858	0.1742857142857143	0.4828571428571429	lnc_inter_chr10_9224_DBR11_Abcb7_RBR4
lnc_inter_chr10_9224	Ankrd46	84	lnc_inter_chr10_9224_Ankrd46_DBR7	7	chr10	6758	6780	22	1	2	30	1.5	3	16	0.2	0.425	lnc_inter_chr10_9224_DBR7_Ankrd46_RBR1
lnc_inter_chr10_9224	Arid1b	84	lnc_inter_chr10_9224_Arid1b_DBR13	13	chr10	6758	6782	24	1	3	26	1.2580645161290325	3.774193548387097	17	0.17666666666666667	0.48333333333333334	lnc_inter_chr10_9224_DBR13_Arid1b_RBR2
lnc_inter_chr10_9224	Agtr1a	84	lnc_inter_chr10_9224_Agtr1a_DBR12	12	chr10	6756	6785	29	1	9	69	3.0145631067961163	27.131067961165048	18.666666666666668	0.18222222222222223	0.4388888888888889	lnc_inter_chr10_9224_DBR12_Agtr1a_RBR1
lnc_inter_chr10_9224	Ar	84	lnc_inter_chr10_9224_Ar_DBR8	8	chr10	6738	6785	47	1	5	68	3.0088495575221237	15.04424778761062	18.2	0.196	0.536	lnc_inter_chr10_9224_DBR8_Ar_RBR3
lnc_inter_chr10_9224	Apoh	84	lnc_inter_chr10_9224_Apoh_DBR11	11	chr10	6738	6786	48	1	6	45	1.6666666666666667	10	22	0.18666666666666668	0.495	lnc_inter_chr10_9224_DBR11_Apoh_RBR3
lnc_inter_chr10_9224	Aen	84	lnc_inter_chr10_9224_Aen_DBR8	8	chr10	6760	6794	34	1	4	34	1.1333333333333333	4.533333333333333	24	0.2	0.4	lnc_inter_chr10_9224_DBR8_Aen_RBR1
lnc_inter_chr10_9224	Abca8a	84	lnc_inter_chr10_9224_Abca8a_DBR12	12	chr10	6758	6796	38	2	41	136	6.625633838124864	135.1659544889983	16.49641148325359	0.19503588516746412	0.3684928229665072	lnc_inter_chr10_9224_DBR12_Abca8a_RBR3,lnc_inter_chr10_9224_DBR12_Abca8a_RBR4
lnc_inter_chr10_9224	Adamts6	84	lnc_inter_chr10_9224_Adamts6_DBR17	17	chr10	6743	6800	57	2	11	96	4.568075117370892	36.68075117370892	16.6	0.1965	0.522	lnc_inter_chr10_9224_DBR17_Adamts6_RBR2,lnc_inter_chr10_9224_DBR17_Adamts6_RBR8
lnc_inter_chr10_9224	A430005L14Rik	85	lnc_inter_chr10_9224_A430005L14Rik_DBR9	9	chr10	6868	6893	25	1	2	26	1.1555555555555554	2.311111111111111	18	0.2	0.38	lnc_inter_chr10_9224_DBR9_A430005L14Rik_RBR2
lnc_inter_chr10_9224	Aox3	85	lnc_inter_chr10_9224_Aox3_DBR7	7	chr10	6868	6897	29	1	14	59	2.281767955801105	31.944751381215468	20.928571428571427	0.1935714285714286	0.29214285714285715	lnc_inter_chr10_9224_DBR7_Aox3_RBR1
lnc_inter_chr10_9224	Abcg2	85	lnc_inter_chr10_9224_Abcg2_DBR10	10	chr10	6891	6918	27	1	2	27	1.173913043478261	2.347826086956522	18.5	0.195	0.28500000000000003	lnc_inter_chr10_9224_DBR10_Abcg2_RBR1
lnc_inter_chr10_9224	0610010F05Rik	85	lnc_inter_chr10_9224_0610010F05Rik_DBR9	9	chr10	6865	6926	61	1	336	92	3.1398679532757745	1054.9956323006602	24	0.1816964285714286	0.3174404761904762	lnc_inter_chr10_9224_DBR9_0610010F05Rik_RBR2
lnc_inter_chr10_9224	Aox3	85	lnc_inter_chr10_9224_Aox3_DBR8	8	chr10	6906	6926	20	1	4	38	1.9	7.6	16	0.2	0.3	lnc_inter_chr10_9224_DBR8_Aox3_RBR1
lnc_inter_chr10_9224	Arhgef19	85	lnc_inter_chr10_9224_Arhgef19_DBR10	10	chr10	6865	6926	61	1	20	25	1.146788990825688	22.93577981651376	17.85	0.182	0.33	lnc_inter_chr10_9224_DBR10_Arhgef19_RBR2
lnc_inter_chr10_9224	Arpp19	85	lnc_inter_chr10_9224_Arpp19_DBR7	7	chr10	6865	6926	61	1	392	105	3.573537072408405	1400.826532384095	24.288265306122447	0.1728826530612245	0.3303826530612245	lnc_inter_chr10_9224_DBR7_Arpp19_RBR1
lnc_inter_chr10_9224	Aen	85	lnc_inter_chr10_9224_Aen_DBR9	9	chr10	6904	6927	23	1	2	23	1.15	2.3	16	0.2	0.4	lnc_inter_chr10_9224_DBR9_Aen_RBR1
lnc_inter_chr10_9224	Abca8a	85	lnc_inter_chr10_9224_Abca8a_DBR13	13	chr10	6865	6928	63	2	475	105	3.820828905419766	1338.072901168969	20.806962025316455	0.18147679324894517	0.35281645569620257	lnc_inter_chr10_9224_DBR13_Abca8a_RBR4,lnc_inter_chr10_9224_DBR13_Abca8a_RBR5
lnc_inter_chr10_9224	Aebp2	85	lnc_inter_chr10_9224_Aebp2_DBR15	15	chr10	6865	6928	63	1	19	27	1.204225352112676	22.880281690140844	18.105263157894736	0.19210526315789475	0.2894736842105263	lnc_inter_chr10_9224_DBR15_Aebp2_RBR4
lnc_inter_chr10_9224	Ankrd46	85	lnc_inter_chr10_9224_Ankrd46_DBR8	8	chr10	6865	6928	63	1	58	40	1.3908872901678655	80.67146282973621	23.70689655172414	0.1756896551724138	0.3275862068965517	lnc_inter_chr10_9224_DBR8_Ankrd46_RBR1
lnc_inter_chr10_9224	Arap2	85	lnc_inter_chr10_9224_Arap2_DBR10	10	chr10	6865	6928	63	1	16	31	1.3369272237196763	21.390835579514825	18.6875	0.193125	0.271875	lnc_inter_chr10_9224_DBR10_Arap2_RBR1
lnc_inter_chr10_9224	Arid1b	85	lnc_inter_chr10_9224_Arid1b_DBR14	14	chr10	6865	6928	63	1	30	41	1.6895604395604396	50.68681318681319	19.566666666666663	0.194	0.36133333333333334	lnc_inter_chr10_9224_DBR14_Arid1b_RBR2
lnc_inter_chr10_9224	Adamts6	85	lnc_inter_chr10_9224_Adamts6_DBR18	18	chr10	6865	6930	65	1	42	72	3.140186915887851	131.88785046728972	18.595238095238095	0.18928571428571428	0.3788095238095238	lnc_inter_chr10_9224_DBR18_Adamts6_RBR8
lnc_inter_chr10_9224	Abcb7	85	lnc_inter_chr10_9224_Abcb7_DBR12	12	chr10	6865	6933	68	1	103	70	2.6208651399491094	269.94910941475825	21.766990291262136	0.18563106796116505	0.35825242718446604	lnc_inter_chr10_9224_DBR12_Abcb7_RBR4
lnc_inter_chr10_9224	Acvr1	86	lnc_inter_chr10_9224_Acvr1_DBR6	6	chr10	7126	7146	20	1	2	26	1.3	2.6	16	0.2	0.55	lnc_inter_chr10_9224_DBR6_Acvr1_RBR3
lnc_inter_chr10_9224	Apoh	86	lnc_inter_chr10_9224_Apoh_DBR13	13	chr10	7126	7147	21	1	2	32	1.5609756097560976	3.1219512195121952	16.5	0.195	0.51	lnc_inter_chr10_9224_DBR13_Apoh_RBR3
lnc_inter_chr10_9224	Abcb7	86	lnc_inter_chr10_9224_Abcb7_DBR13	13	chr10	7124	7148	24	1	3	39	1.8870967741935485	5.661290322580645	16.666666666666668	0.19333333333333333	0.4966666666666667	lnc_inter_chr10_9224_DBR13_Abcb7_RBR4
lnc_inter_chr10_9224	Amigo2	86	lnc_inter_chr10_9224_Amigo2_DBR3	3	chr10	7130	7150	20	1	2	23	1.15	2.3	16	0.2	0.5	lnc_inter_chr10_9224_DBR3_Amigo2_RBR3
lnc_inter_chr10_9224	AI987944	86	lnc_inter_chr10_9224_AI987944_DBR7	7	chr10	7124	7156	32	1	36	149	7.297959183673469	262.72653061224486	16.38888888888889	0.19722222222222224	0.5605555555555556	lnc_inter_chr10_9224_DBR7_AI987944_RBR1
lnc_inter_chr10_9224	Aen	87	lnc_inter_chr10_9224_Aen_DBR11	11	chr10	8050	8076	26	1	4	30	1.3793103448275863	5.517241379310345	17.75	0.1825	0.4475	lnc_inter_chr10_9224_DBR11_Aen_RBR1
lnc_inter_chr10_9224	Abca8a	87	lnc_inter_chr10_9224_Abca8a_DBR14	14	chr10	8050	8081	31	1	38	81	2.7804878048780486	105.65853658536584	23.394736842105264	0.19631578947368425	0.33131578947368423	lnc_inter_chr10_9224_DBR14_Abca8a_RBR3
lnc_inter_chr10_9224	Acbd4	87	lnc_inter_chr10_9224_Acbd4_DBR11	11	chr10	8062	8145	83	1	22	20	1	22	16	0.2	0.6	lnc_inter_chr10_9224_DBR11_Acbd4_RBR2
lnc_inter_chr10_9224	Ap2a2	87	lnc_inter_chr10_9224_Ap2a2_DBR2	2	chr10	8059	8147	88	1	48	26	1.1908396946564883	57.16030534351145	17.854166666666668	0.180625	0.5877083333333333	lnc_inter_chr10_9224_DBR2_Ap2a2_RBR4
lnc_inter_chr10_9224	Arntl	87	lnc_inter_chr10_9224_Arntl_DBR10	10	chr10	8050	8151	101	1	30	31	1.5146579804560265	45.43973941368079	16.4	0.19866666666666669	0.5826666666666667	lnc_inter_chr10_9224_DBR10_Arntl_RBR4
lnc_inter_chr10_9224	Acvr1	87	lnc_inter_chr10_9224_Acvr1_DBR7	7	chr10	8050	8156	106	2	327	75	2.7537958692499585	554.5512826550292	21.89037471395881	0.16645809496567507	0.6172060926773455	lnc_inter_chr10_9224_DBR7_Acvr1_RBR2,lnc_inter_chr10_9224_DBR7_Acvr1_RBR3
lnc_inter_chr10_9224	Arid2	87	lnc_inter_chr10_9224_Arid2_DBR5	5	chr10	8053	8156	103	1	52	46	2.003350083752094	104.17420435510888	18.557692307692307	0.1905769230769231	0.5901923076923077	lnc_inter_chr10_9224_DBR5_Arid2_RBR1
