Gene	Bias	TCPOBOP_FPKM	TCPOBOP_FC	TCPOBOP_Compartment
ncRNA_inter_chr4_3165	Down	4.42	-2.27	Nuc - Female
ncRNA_inter_chr4_3350	Down	74.37	-2.05	CB - Male
ncRNA_inter_chr4_3604	Down	0.44	-4.19	Nuc - Female
ncRNA_inter_chr4_3651	Down	2.49	-23.96	NP - Female
ncRNA_inter_chr4_3672	Down	2.65	-2.85	CB - Female
ncRNA_inter_chr4_3696	Down	0.32	-5.61	CBnPAs - Female
ncRNA_inter_chr4_3707	Down	11.75	-1.94	Nuc - Female
ncRNA_inter_chr4_3808	Down	1.92	-3.02	CB - Female
ncRNA_inter_chr4_3878	Down	0.28	-3.91	CBnPAs - Male
ncRNA_inter_chr4_3884	Down	2.78	-4.34	CB - Female
ncRNA_inter_chr4_3886	Down	2.46	-8.32	CB - Female
ncRNA_inter_chr4_3889	Down	0.36	-6.38	Nuc - Female
ncRNA_inter_chr5_3975	Down	6.15	-4.43	Nuc - Female
ncRNA_inter_chr5_3988	Down	2.00	-3.90	CB - Male
ncRNA_inter_chr5_4008	Down	0.25	-6.44	CB - Female
ncRNA_inter_chr5_4011	Down	7.37	-12.45	CB - Female
ncRNA_inter_chr5_4048	Down	0.04	-14.31	Nuc - Female
ncRNA_inter_chr5_4052	Down	0.23	-2.19	Nuc - Female
ncRNA_inter_chr5_4066	Down	1.65	-2.45	Nuc - Female
ncRNA_inter_chr5_4115	Down	22.53	-4.28	CBnPAs - Female
ncRNA_inter_chr5_4116	Down	0.27	-6.78	Nuc - Female
ncRNA_inter_chr5_4180	Down	3.15	-2.32	CBnPAs - Female
ncRNA_inter_chr5_4329	Down	4.52	-3.53	CB - Female
ncRNA_inter_chr5_4350	Down	2.27	-7.10	CB - Male
ncRNA_inter_chr5_4481	Down	0.26	-11.35	Cyto - Female
ncRNA_inter_chr5_4561	Down	0.28	-14.62	Cyto - Female
ncRNA_inter_chr5_4604	Down	2.47	-2.65	CBnPAs - Male
ncRNA_inter_chr5_4633	Down	3.86	-2.47	CB - Male
ncRNA_inter_chr5_4708	Down	0.34	-3.18	CB - Female
ncRNA_inter_chr5_4764	Down	1.08	-4.68	CBnPAs - Male
ncRNA_inter_chr5_4774	Down	3.85	-3.00	CB - Female
ncRNA_inter_chr5_4775	Down	2.84	-5.95	NP - Female
ncRNA_inter_chr5_4777	Down	0.18	-3.42	Nuc - Female
ncRNA_inter_chr5_4779	Down	31.97	-2.58	CB - Female
ncRNA_inter_chr5_4783	Down	2.78	-2.16	CBnPAs - Male
ncRNA_inter_chr6_5023	Down	5.02	-16.13	CBnPAs - Female
ncRNA_inter_chr6_5176	Down	0.36	-5.37	CB - Female
ncRNA_inter_chr6_5264	Down	27.05	-2.97	CB - Male
ncRNA_inter_chr6_5318	Down	3.82	-2.54	CB - Male
ncRNA_inter_chr6_5323	Down	35.39	-2.69	CB - Female
ncRNA_inter_chr6_5368	Down	0.39	-46.56	Nuc - Female
ncRNA_inter_chr6_5376	Down	4.90	-1.88	CBnPAs - Male
ncRNA_inter_chr6_5402	Down	0.35	-43.35	NP - Female
ncRNA_inter_chr6_5551	Down	34.25	-4.44	CBnPAs - Male
ncRNA_inter_chr6_5556	Down	35.21	-1.86	CBnPAs - Male
ncRNA_inter_chr6_5610	Down	3.17	-3.11	CB - Female
ncRNA_inter_chr6_5638	Down	1.99	-4.13	NP - Male
ncRNA_inter_chr6_5650	Down	7.74	-1.85	Nuc - Female
ncRNA_inter_chr6_5841	Down	1.60	-15.76	NP - Male
ncRNA_inter_chr6_5854	Down	2.37	-4.25	NP - Male
ncRNA_inter_chr7_5879	Down	1.95	-5.23	CB - Female
ncRNA_inter_chr7_5884	Down	0.59	-9.84	CB - Male
ncRNA_inter_chr7_5886	Down	1.59	-7.98	CB - Male
ncRNA_inter_chr7_5913	Down	9.07	-3.32	CB - Female
ncRNA_inter_chr7_5914	Down	42.63	-2.64	CB - Female
ncRNA_inter_chr7_5934	Down	5.99	-2.63	CB - Female
ncRNA_inter_chr7_5935	Down	7.72	-2.61	NP - Male
ncRNA_inter_chr7_6022	Down	1.77	-3.19	Cyto - Female
ncRNA_inter_chr7_6069	Down	1.18	-2.90	CB - Male
ncRNA_inter_chr7_6070	Down	0.24	-3.47	CB - Male
ncRNA_inter_chr7_6077	Down	0.71	-133.23	CBnPAs - Male
ncRNA_inter_chr7_6079	Down	21.99	-11.53	CB - Male
ncRNA_inter_chr7_6121	Down	2.63	-7.90	CBnPAs - Female
ncRNA_inter_chr7_6182	Down	1.12	-2.45	Nuc - Female
ncRNA_inter_chr7_6191	Down	0.78	-5.52	CB - Female
ncRNA_inter_chr7_6418	Down	1.84	-4.39	CB - Female
ncRNA_inter_chr7_6549	Down	1.86	-5.82	CB - Male
ncRNA_inter_chr7_6551	Down	0.34	-4.72	CBnPAs - Male
ncRNA_inter_chr7_6620	Down	3.47	-6.46	CB - Male
ncRNA_inter_chr7_6637	Down	0.65	-4.22	CBnPAs - Male
ncRNA_inter_chr8_6717	Down	0.44	-5.03	Nuc - Female
ncRNA_inter_chr8_6738	Down	0.23	-13.86	CB - Female
ncRNA_inter_chr8_6739	Down	36.33	-2.67	CBnPAs - Female
ncRNA_inter_chr8_6742	Down	10.51	-3.13	Cyto - Female
ncRNA_inter_chr8_6743	Down	36.87	-2.34	CB - Female
ncRNA_inter_chr8_6744	Down	2.22	-6.26	CB - Female
ncRNA_inter_chr8_6831	Down	9.71	-2.02	CB - Male
ncRNA_inter_chr8_6857	Down	2.09	-4.81	 Nuc - Male
ncRNA_inter_chr8_6865	Down	0.29	-37.93	Cyto - Female
ncRNA_inter_chr8_6944	Down	2.00	-9.83	CB - Female
ncRNA_inter_chr8_6946	Down	1.16	-18.34	CB - Female
ncRNA_inter_chr8_6955	Down	0.43	-43.38	Nuc - Female
ncRNA_inter_chr8_7015	Down	0.98	-3.93	Cyto - Male
ncRNA_inter_chr8_7180	Down	0.78	-19.38	CB - Male
ncRNA_inter_chr8_7212	Down	0.53	-6.11	Nuc - Female
ncRNA_inter_chr8_7392	Down	2.88	-6.53	NP - Male
ncRNA_inter_chr8_7423	Down	18.17	-2.04	CBnPAs - Male
ncRNA_inter_chr8_7426	Down	1.05	-17.78	CB - Female
ncRNA_inter_chr8_7430	Down	15.39	-3.32	CB - Male
ncRNA_inter_chr8_7432	Down	1.09	-6.03	CB - Female
ncRNA_inter_chr8_7491	Down	2.74	-3.37	CB - Female
ncRNA_inter_chr8_7502	Down	0.85	-6.47	Nuc - Female
ncRNA_inter_chr8_7550	Down	1.01	-6.68	CB - Male
ncRNA_inter_chr8_7570	Down	1.16	-4.98	CBnPAs - Male
ncRNA_inter_chr8_7571	Down	1.92	-2.70	CBnPAs - Female
ncRNA_inter_chr8_7582	Down	2.17	-2.10	CBnPAs - Female
ncRNA_inter_chr8_7585	Down	3.84	-2.48	CBnPAs - Female
ncRNA_inter_chr8_7589	Down	0.85	-2.95	CBnPAs - Female
ncRNA_inter_chr8_7591	Down	0.94	-4.88	CBnPAs - Male
ncRNA_inter_chr8_7596	Down	0.65	-4.37	CBnPAs - Male
ncRNA_inter_chr8_7675	Down	25.82	-3.08	CB - Female
ncRNA_inter_chr8_7682	Down	6.14	-2.03	CB - Female
ncRNA_inter_chr8_7685	Down	0.38	-7.96	CB - Female
ncRNA_inter_chr9_7809	Down	28.27	-4.98	CB - Female
ncRNA_inter_chr9_7819	Down	1.79	-2.74	CB - Male
ncRNA_inter_chr9_7858	Down	3.60	-2.42	CB - Female
ncRNA_inter_chr9_7881	Down	3.42	-2.19	 Nuc - Male
ncRNA_inter_chr9_7885	Down	0.58	-14.88	CB - Male
ncRNA_inter_chr9_7938	Down	4.17	-3.97	CB - Female
ncRNA_inter_chr9_7939	Down	10.74	-2.88	CB - Female
ncRNA_inter_chr9_7989	Down	5.07	-2.74	CB - Female
ncRNA_inter_chr9_7992	Down	1.20	-4.43	CBnPAs - Female
ncRNA_inter_chr9_8000	Down	0.88	-5.93	CBnPAs - Male
ncRNA_inter_chr9_8044	Down	11.64	-3.15	CB - Female
ncRNA_inter_chr9_8052	Down	18.77	-2.75	CB - Male
ncRNA_inter_chr9_8100	Down	1.44	-3.55	CB - Female
ncRNA_inter_chr9_8101	Down	0.80	-4.79	CB - Female
ncRNA_inter_chr9_8104	Down	3.28	-3.44	NP - Female
ncRNA_inter_chr9_8105	Down	8.04	-6.02	CBnPAs - Male
ncRNA_inter_chr9_8122	Down	4.24	-7.65	Nuc - Female
ncRNA_inter_chr9_8157	Down	0.64	-16.48	NP - Female
ncRNA_inter_chr9_8178	Down	4.53	-2.25	CB - Female
ncRNA_inter_chr9_8179	Down	12.08	-2.06	CB - Female
ncRNA_inter_chr9_8185	Down	29.89	-2.17	CB - Female
ncRNA_inter_chr9_8205	Down	0.59	-2.82	CBnPAs - Male
ncRNA_inter_chr9_8217	Down	9.58	-2.31	CB - Female
ncRNA_inter_chr9_8322	Down	7.75	-2.45	CB - Male
ncRNA_inter_chr9_8383	Down	0.34	-19.90	Cyto - Female
ncRNA_inter_chr9_8409	Down	2.01	-4.71	CB - Female
ncRNA_inter_chr9_8417	Down	2.12	-5.95	CB - Male
ncRNA_inter_chrX_15256	Down	3.79	-3.15	CB - Female
ncRNA_inter_chrX_15297	Down	23.08	-4.66	CB - Male
ncRNA_inter_chrX_15547	Down	18.12	-28.74	CBnPAs - Female
ncRNA_intra_chr1_606	Down	23.09	-2.52	CB - Female
ncRNA_intra_chr1_618	Down	95.89	-1.84	Nuc - Female
ncRNA_intra_chr1_626	Down	1.10	-2.79	Nuc - Female
ncRNA_intra_chr11_9772	Down	12.90	-2.71	Nuc - Female
ncRNA_intra_chr12_10883	Down	22.49	-2.76	CBnPAs - Female
ncRNA_intra_chr12_10886	Down	57.38	-2.08	CBnPAs - Female
ncRNA_intra_chr12_10888	Down	37.85	-3.80	NP - Female
ncRNA_intra_chr15_12674	Down	3.27	-11.88	CBnPAs - Male
ncRNA_intra_chr16_12989	Down	1.00	-1.99	CBnPAs - Male
ncRNA_intra_chr16_13152	Down	20.16	-2.36	CBnPAs - Male
ncRNA_intra_chr18_14532	Down	4.19	-3.14	Nuc - Female
ncRNA_intra_chr19_15006	Down	7.21	-2.66	Nuc - Female
ncRNA_intra_chr19_15008	Down	0.20	-20.49	NP - Female
ncRNA_intra_chr19_15009	Down	0.63	-31.51	CB - Female
ncRNA_intra_chr2_1057	Down	62.24	-2.40	CB - Male
ncRNA_intra_chr5_4348	Down	4.65	-2.77	Nuc - Female
ncRNA_intra_chr5_4691	Down	7.43	-3.34	Nuc - Female
ncRNA_intra_chr7_6412	Down	20.03	-1.99	CBnPAs - Male
ncRNA_intra_chr8_7686	Down	10.68	-2.76	Nuc - Female
NDUFA4L2	Down	0.97	-5.57	CBnPAs - Female
NEB	Down	8.71	-1.90	CB - Female
NEURL2	Down	0.44	-3.68	CB - Female
NEURL3	Down	6.94	-2.03	Nuc - Female
NFIB	Down	121.03	-1.61	Nuc - Female
NFIL3	Down	11.10	-2.52	Nuc - Female
NFIX	Down	15.33	-2.18	CB - Female
NHEJ1	Down	1.49	-2.40	NP - Male
NLGN2	Down	0.88	-3.30	CBnPAs - Male
NLRP12	Down	23.09	-2.69	Cyto - Female
NME3	Down	43.13	-1.94	Nuc - Female
NNMT	Down	5.79	-3.05	 Nuc - Male
NOTUM	Down	6.45	-2.99	Nuc - Female
NOXO1	Down	1.24	-3.05	Nuc - Female
NPB	Down	0.18	-5.88	Nuc - Female
NR1I3	Down	79.54	-2.17	NP - Male
NRN1	Down	0.89	-1.76	CBnPAs - Male
NRP	Down	11.18	-1.86	Nuc - Female
NSMF	Down	113.18	-1.85	CB - Female
NSUN7	Down	1.21	-6.24	NP - Female
NT5M	Down	3.67	-1.75	Nuc - Female
NUDT1	Down	20.02	-2.23	Nuc - Female
NUDT14	Down	20.14	-1.66	Nuc - Female
NUDT16	Down	10.93	-2.05	CB - Male
NUDT7	Down	81.57	-2.20	CB - Male
NUPR1	Down	1.14	-3.87	 Nuc - Male
OAF	Down	186.77	-1.68	Nuc - Female
OAT	Down	6.48	-2.01	NP - Male
ODF2	Down	6.18	-1.75	CBnPAs - Male
ODF3B	Down	3.94	-2.02	Nuc - Female
OLFR1372-PS1	Down	14.00	-2.37	NP - Male
OLFR39	Down	0.90	-11.33	CB - Male
OLFR872	Down	0.34	-45.74	CBnPAs - Male
ONECUT1	Down	28.21	-18.14	CB - Female
ONECUT2	Down	13.20	-1.85	Nuc - Female
OSBPL3	Down	1.47	-4.44	CB - Male
OXNAD1	Down	8.11	-2.02	Cyto - Female
PACSIN3	Down	26.65	-1.66	Nuc - Female
PALM	Down	3.67	-1.98	Nuc - Female
PAQR7	Down	15.83	-1.96	 Nuc - Male
PBLD1	Down	99.83	-2.52	Cyto - Female
PCBP4	Down	2.04	-2.19	CBnPAs - Male
PCK1	Down	943.31	-3.27	Cyto - Male
PCP4L1	Down	27.59	-3.02	Cyto - Female
PCSK5	Down	7.04	-2.11	CB - Male
PDE4A	Down	8.07	-2.39	CB - Female
PDE6C	Down	0.06	-7.04	Cyto - Female
PDK1	Down	21.39	-2.37	Cyto - Female
PDPN	Down	1.37	-4.44	 Nuc - Male
PDZK1IP1	Down	2.84	-3.15	Cyto - Female
PGLYRP2	Down	45.05	-2.00	Nuc - Female
PHLDA1	Down	49.34	-2.10	CB - Female
PHLDB3	Down	3.69	-2.12	CB - Female
PIAS3	Down	9.77	-1.90	CBnPAs - Male
PIGR	Down	184.54	-2.52	NP - Female
PIM1	Down	6.86	-2.93	CB - Male
PKP3	Down	3.21	-2.33	Nuc - Female
PLCL2	Down	24.00	-2.45	CB - Female
PLD6	Down	1.52	-2.10	CBnPAs - Male
PLEKHB1	Down	48.40	-2.06	Cyto - Female
PLEKHG5	Down	5.74	-2.07	CB - Male
PLEKHG6	Down	10.47	-1.83	CBnPAs - Male
PLIN5	Down	12.25	-2.58	Nuc - Female
PLK5	Down	0.49	-2.72	CBnPAs - Male
PLLP	Down	17.71	-2.21	Nuc - Female
PLTP	Down	5.72	-3.06	CB - Female
PLXNB1	Down	6.27	-2.52	CBnPAs - Male
PMM1	Down	2.68	-4.15	Cyto - Male
PNKD	Down	10.47	-1.91	CBnPAs - Male
PNPLA7	Down	25.49	-1.64	Nuc - Female
PNRC1	Down	2.41	-1.86	CBnPAs - Female
POGK	Down	7.04	-2.08	CBnPAs - Male
POLG2	Down	2.33	-1.94	Nuc - Female
PON1	Down	284.72	-1.75	Nuc - Female
PPAP2B	Down	72.65	-1.94	CB - Female
PPARA	Down	147.62	-2.12	CB - Male
PPARGC1A	Down	3.31	-2.55	CB - Female
PPARGC1B	Down	1.32	-2.71	Nuc - Female
PPP1R1B	Down	0.55	-2.72	Nuc - Female
PPP1R3C	Down	18.09	-2.58	Cyto - Male
PPP2R1B	Down	6.27	-1.80	NP - Male
PQLC1	Down	59.82	-2.10	Nuc - Female
PRLR	Down	204.58	-2.21	CB - Female
PRODH	Down	56.72	-2.25	CB - Male
PRODH2	Down	217.51	-1.76	Nuc - Female
PRR36	Down	0.81	-6.14	 Nuc - Male
PRSS22	Down	5.08	-109.11	CB - Female
PRTN3	Down	27.45	-2.62	Cyto - Female
PSEN2	Down	63.49	-2.10	CB - Female
PSMB9	Down	3.96	-2.14	NP - Male
PTGDS	Down	32.36	-4.60	CB - Female
PTK6	Down	1.87	-4.99	Cyto - Female
PTPDC1	Down	0.63	-2.38	NP - Male
PTPRU	Down	0.52	-3.88	Nuc - Female
PVRL2	Down	9.29	-2.10	CB - Female
QSOX1	Down	195.57	-2.00	Nuc - Female
RAB11FIP4	Down	1.10	-2.45	CBnPAs - Male
RAB17	Down	42.29	-1.86	 Nuc - Male
RAB30	Down	0.82	-3.63	NP - Male
RABGGTA	Down	46.43	-2.15	Nuc - Female
RAET1A	Down	1.78	-6.42	Cyto - Female
RAET1B	Down	1.52	-6.37	Cyto - Female
RAET1C	Down	0.86	-3.45	NP - Male
RAET1D	Down	3.95	-6.51	Cyto - Female
RAET1E	Down	0.65	-8.81	Cyto - Female
RDH1	Down	0.43	-4.48	Cyto - Female
RDH16	Down	15.21	-3.41	NP - Male
RDH18-PS	Down	1.28	-7.91	NP - Male
RDH9	Down	61.95	-7.60	Cyto - Female
REN1	Down	2.82	-5.50	CB - Male
REN2	Down	2.74	-5.50	CB - Male
RETSAT	Down	73.72	-2.61	Nuc - Female
RFX4	Down	3.53	-8.20	CB - Female
RGL3	Down	14.54	-2.19	Nuc - Female
RGS16	Down	2.07	-12.33	CB - Male
RHBG	Down	4.24	-3.08	CB - Female
RIPPLY1	Down	0.65	-5.80	Nuc - Female
RNASE4	Down	375.24	-5.71	Cyto - Female
RND1	Down	4.76	-2.27	Cyto - Female
RND2	Down	12.36	-1.97	Nuc - Female
RNF152	Down	71.76	-2.36	CB - Female
RNF169	Down	10.57	-1.75	Nuc - Female
RNLS	Down	0.13	-3.85	CBnPAs - Female
ROPN1L	Down	16.76	-2.20	Cyto - Female
RPGRIP1	Down	32.69	-3.27	CB - Female
RSBN1	Down	2.82	-1.80	Nuc - Female
RSPH9	Down	0.32	-6.49	NP - Female
RSPO1	Down	0.45	-6.90	 Nuc - Male
RTF1	Down	29.74	-1.92	CB - Female
RTN4RL1	Down	7.44	-2.12	 Nuc - Male
RUBIE	Down	0.31	-10.92	CB - Female
RUFY4	Down	0.68	-10.96	CB - Female
RUNDC3A	Down	0.89	-4.39	NP - Female
RUSC2	Down	31.74	-1.80	 Nuc - Male
S100A13	Down	41.29	-1.80	Nuc - Female
S1PR1	Down	19.31	-2.12	Cyto - Female
SAA1	Down	4489.57	-2.37	Cyto - Female
SAA2	Down	10219.39	-2.25	Cyto - Female
SAA3	Down	155.51	-3.08	Nuc - Female
SAT1	Down	18.83	-1.85	NP - Male
SCARB1	Down	54.06	-1.80	 Nuc - Male
SDR9C7	Down	21.60	-2.56	Cyto - Female
SELENBP2	Down	18.54	-4.57	CB - Female
SEMA5B	Down	1.36	-4.39	Cyto - Male
SERPINA11	Down	269.34	-2.76	NP - Female
SERPINA12	Down	17.02	-7.63	Cyto - Female
SERPINA3G	Down	248.75	-2.31	Nuc - Female
SERPINA3J	Down	113.98	-2.70	Cyto - Female
SERPINA3K	Down	1667.76	-2.18	Cyto - Female
SERPINA3M	Down	417.45	-1.88	Nuc - Female
SERPINA3N	Down	49.51	-2.21	CB - Female
SERPINA4-PS1	Down	492.09	-8.09	CB - Female
SERPINA7	Down	10.71	-4.52	Cyto - Female
SERPINA9	Down	4.30	-10.88	NP - Female
SERPINI1	Down	0.44	-5.41	 Nuc - Male
SETBP1	Down	0.28	-3.80	CB - Male
SH2D4A	Down	4.33	-2.12	Cyto - Female
SHANK2	Down	13.91	-2.55	CBnPAs - Female
SHISA8	Down	0.57	-65.15	 Nuc - Male
SIGMAR1	Down	4.81	-1.78	CBnPAs - Female
SIRT3	Down	20.68	-2.00	Cyto - Female
SLC12A9	Down	18.17	-1.97	CB - Female
SLC13A5	Down	3.03	-3.20	Nuc - Female
SLC16A11	Down	11.83	-3.87	Nuc - Female
SLC16A2	Down	17.21	-1.84	CB - Female
SLC16A5	Down	2.52	-4.02	 Nuc - Male
SLC17A2	Down	18.60	-1.82	CB - Female
SLC17A4	Down	17.53	-2.24	 Nuc - Male
SLC1A2	Down	25.65	-4.06	NP - Male
SLC22A3	Down	0.31	-8.94	CBnPAs - Male
SLC22A7	Down	80.05	-2.96	Nuc - Female
SLC25A25	Down	99.46	-3.31	Nuc - Female
SLC25A27	Down	0.89	-2.28	CBnPAs - Male
SLC27A1	Down	4.19	-2.23	Nuc - Female
SLC2A2	Down	36.79	-2.45	Cyto - Female
SLC35E2	Down	19.06	-1.78	Nuc - Female
SLC39A2	Down	2.23	-3.16	Nuc - Female
SLC43A1	Down	6.31	-1.83	Nuc - Female
SLC44A3	Down	5.35	-2.68	Cyto - Female
SLC45A3	Down	7.85	-1.84	CBnPAs - Male
SLC4A4	Down	12.27	-2.26	Cyto - Female
SLC7A15	Down	0.15	-10.47	NP - Male
SLCO1A1	Down	19.36	-1.99	Nuc - Female
SLPI	Down	27.68	-3.14	NP - Male
SMARCD3	Down	0.97	-3.25	CBnPAs - Female
SMIM1	Down	0.86	-2.47	CBnPAs - Male
SMOC1	Down	9.78	-1.79	CBnPAs - Male
SMOC2	Down	0.92	-3.52	Cyto - Female
SNORD104	Down	763.20	-1.63	Nuc - Female
SNTG2	Down	4.52	-2.11	CBnPAs - Female
SOCS2	Down	48.08	-5.29	CB - Female
SOCS3	Down	3.92	-3.20	Cyto - Male
SORBS3	Down	14.44	-2.06	CB - Male
SOX12	Down	0.59	-2.92	CBnPAs - Male
SOX5	Down	4.05	-2.27	Nuc - Female
SP4	Down	2.82	-2.10	Nuc - Female
SPAG4	Down	0.34	-3.44	Cyto - Female
SPATA13	Down	36.49	-1.62	CBnPAs - Male
SPINK4	Down	0.19	-17.16	NP - Female
SQRDL	Down	109.03	-2.07	Cyto - Female
SSC5D	Down	0.81	-5.26	CBnPAs - Male
ST3GAL4	Down	26.36	-2.03	Cyto - Female
ST6GALNAC6	Down	66.78	-2.23	Cyto - Male
STEAP3	Down	10.03	-2.25	Nuc - Female
STK19	Down	5.16	-1.94	Nuc - Female
STX1B	Down	2.80	-2.21	CBnPAs - Female
SYBU	Down	1.47	-2.25	CBnPAs - Female
SYN3	Down	1.21	-3.91	CB - Male
SYNE1	Down	28.46	-1.63	CBnPAs - Female
SYNE3	Down	5.37	-1.95	CBnPAs - Male
SYNE4	Down	1.63	-3.09	Nuc - Female
SYT11	Down	12.13	-2.38	CB - Female
SYT3	Down	6.25	-2.96	Nuc - Female
TAOK3	Down	105.87	-2.05	CB - Female
TBC1D30	Down	5.73	-2.42	NP - Male
TBC1D4	Down	2.77	-2.92	CB - Male
TCEA3	Down	10.28	-3.27	CB - Male
TCF7L1	Down	4.10	-4.65	CB - Male
TECPR1	Down	12.96	-1.91	CB - Male
TFDP2	Down	3.78	-1.77	CBnPAs - Male
TFF3	Down	5.58	-14.43	Cyto - Male
TGM1	Down	23.50	-2.74	Nuc - Female
TGOLN1	Down	64.58	-1.95	NP - Male
TGOLN2	Down	24.05	-2.02	 Nuc - Male
TIFA	Down	17.07	-1.84	NP - Male
TLE2	Down	10.21	-2.32	CBnPAs - Male
TLN2	Down	3.90	-2.01	CB - Female
TMC6	Down	12.73	-1.88	CB - Male
TMEM150A	Down	43.59	-2.33	Nuc - Female
TMEM184A	Down	5.48	-1.85	 Nuc - Male
TMEM256	Down	16.98	-1.62	Nuc - Female
TMEM50A	Down	14.28	-1.93	CB - Female
TMEM81	Down	0.79	-2.01	Nuc - Female
TMEM98	Down	10.31	-2.08	 Nuc - Male
TMUB1	Down	1.69	-2.18	CB - Female
TNNI3	Down	0.56	-18.24	CB - Male
TPO	Down	0.73	-5.26	Nuc - Female
TPPP	Down	2.35	-2.58	Cyto - Female
TRF	Down	14045.60	-1.75	Nuc - Female
TRIM56	Down	1.49	-2.28	CB - Male
TRIM80	Down	0.54	-4.57	NP - Male
TROVE2	Down	0.79	-1.97	Nuc - Female
TSC22D1	Down	43.38	-3.25	Cyto - Female
TSC22D4	Down	1.41	-2.04	CBnPAs - Female
TSHZ2	Down	17.38	-3.64	CB - Female
TTLL13	Down	2.19	-4.08	CB - Male
TTPA	Down	39.00	-1.81	 Nuc - Male
UBE2E2	Down	1.87	-1.77	Nuc - Female
UCK1	Down	15.67	-1.80	Nuc - Female
UGT3A1	Down	17.59	-3.15	Cyto - Female
UOX	Down	97.48	-2.02	Cyto - Female
UPF3B	Down	3.25	-1.77	Nuc - Female
UPK1B	Down	2.75	-3.08	 Nuc - Male
VEPH1	Down	0.47	-4.49	CBnPAs - Female
VMN2R88	Down	1.14	-466.64	CB - Female
VMO1	Down	8.76	-2.23	Cyto - Female
VTN	Down	229.81	-1.87	CB - Female
WDR19	Down	0.58	-2.52	CBnPAs - Male
WDR86	Down	2.10	-3.82	CB - Male
WDR91	Down	18.79	-2.07	 Nuc - Male
WFDC2	Down	2.52	-2.27	Nuc - Female
WIPF3	Down	3.30	-2.60	CB - Male
WNT2	Down	0.28	-3.43	CB - Female
WNT4	Down	8.62	-3.03	NP - Female
XAF1	Down	1.73	-3.34	CBnPAs - Male
YPEL3	Down	25.30	-1.82	Nuc - Female
ZBP1	Down	1.13	-2.41	CB - Female
ZBTB16	Down	4.29	-2.66	CBnPAs - Female
ZBTB7C	Down	2.35	-2.26	Nuc - Female
ZC3H6	Down	7.54	-2.01	CB - Female
ZFHX2	Down	2.12	-1.80	CBnPAs - Female
ZFP120	Down	1.20	-2.16	Nuc - Female
ZFP292	Down	4.90	-2.44	Nuc - Female
ZFP36L1	Down	66.40	-1.64	Nuc - Female
ZFP385A	Down	1.68	-2.96	CB - Female
ZFP442	Down	0.80	-2.85	CB - Female
ZFP444	Down	9.69	-1.97	CB - Female
ZFP707	Down	39.43	-2.07	Nuc - Female
ZFP827	Down	1.07	-3.35	CB - Female
ZKSCAN4	Down	1.43	-3.52	Cyto - Female
ZYG11A	Down	18.17	-2.23	CBnPAs - Male
1700024P16RIK	Up	35.37	7.48	NP - Female
1810055G02RIK	Up	29.09	5.66	Nuc - Female
2010003K11RIK	Up	21.39	2.50	Cyto - Female
2310003H01RIK	Up	8.68	3.85	Cyto - Female
2700097O09RIK	Up	2.27	2.30	CBnPAs - Female
2700099C18RIK	Up	1.27	6.86	CB - Female
2900026A02RIK	Up	26.28	2.05	Nuc - Female
3000002C10RIK	Up	4.94	2.32	 Nuc - Male
3010026O09RIK	Up	4.07	2.07	CBnPAs - Female
4930503L19RIK	Up	1.46	2.21	CBnPAs - Male
4930506A18RIK	Up	0.88	105.06	Cyto - Male
4930557A04RIK	Up	3.27	4.81	CBnPAs - Female
4931406C07RIK	Up	390.17	8.44	Cyto - Female
5330417C22RIK	Up	1.88	2.99	CB - Female
9130409I23RIK	Up	104.17	5.12	NP - Male
9230116L04RIK	Up	2.54	6.96	Cyto - Female
9330159M07RIK	Up	2.09	2.39	CBnPAs - Female
9430037G07RIK	Up	3.13	2.03	CBnPAs - Female
9530068E07RIK	Up	125.64	2.04	Nuc - Female
9630033F20RIK	Up	2.77	1.83	 Nuc - Male
A1CF	Up	11.37	2.94	NP - Male
AACS	Up	44.16	3.60	 Nuc - Male
AANAT	Up	0.31	6.24	CBnPAs - Female
ABCB1A	Up	1.43	4.60	Cyto - Female
ABCC2	Up	92.75	2.12	CBnPAs - Male
ABCC3	Up	182.94	2.77	Nuc - Female
ABCC4	Up	5.28	8.88	Cyto - Female
ABCD1	Up	16.15	1.76	Nuc - Female
ABCD3	Up	181.20	1.87	NP - Male
ABHD5	Up	15.55	2.28	Cyto - Male
ACAA1B	Up	169.66	1.96	CBnPAs - Female
ACACA	Up	7.81	1.72	NP - Male
ACKR3	Up	3.08	2.60	 Nuc - Male
ACMSD	Up	31.45	5.62	Cyto - Female
ACO1	Up	74.48	1.83	Nuc - Female
ACSL1	Up	357.60	2.04	NP - Male
ACSL3	Up	2.15	1.97	CBnPAs - Male
ACSM1	Up	237.08	1.71	Nuc - Female
ACSM2	Up	1.09	3.96	NP - Male
ACTN4	Up	151.93	1.83	Nuc - Female
ACVR1	Up	8.53	1.77	Nuc - Female
ADAM11	Up	7.45	3.76	Cyto - Female
ADAMTS1	Up	3.99	2.20	Nuc - Female
ADAMTS15	Up	0.34	8.20	Cyto - Female
ADAMTSL1	Up	0.49	3.79	CBnPAs - Female
ADAMTSL4	Up	2.03	2.12	NP - Male
ADARB1	Up	2.44	2.07	CBnPAs - Female
ADCYAP1R1	Up	1.76	2.22	Nuc - Female
ADHFE1	Up	12.35	2.02	CB - Female
ADRA1B	Up	94.50	1.79	Nuc - Female
